id;date;east_UTM;north_UTM;forecast
;;m;m; 
V;V;R;R;R+
;;;; 
id_pluv;date;x_coord_UTM;y_coord_UTM;cumulative
;;;; 
4378780076121;140320182200;388411.71;4849436.97;0.026
4379330076189;140320182200;388969.04;4850038.69;0.031
4382270077862;140320182200;402476.81;4853093.05;0.047
4382760076985;140320182200;395433.07;4853744.48;0.071
4383100075432;140320182200;382952.42;4854330.3;0.074
4384600076210;140320182200;389235.56;4855889.08;0.096
4385260079286;140320182200;413970.76;4856255.79;0.055
4387180102403;140320182200;599737.63;4858578.04;0.003
4387320075448;140320182200;383163.55;4859015.08;0.259
4387960080165;140320182200;421071.27;4859166.82;0.029
4387970077739;140320182200;401581.59;4859438.45;0.045
4388860076018;140320182200;387772.24;4860646.47;0.108
4389590102419;140320182200;599825.96;4861256.7;0.008
4390460077333;140320182200;398362.29;4862253.23;0.026
4390590079515;140320182200;415886.42;4862152.08;0.173
4391860076945;140320182200;395271.07;4863856.69;0.058
4391990080677;140320182200;425235.05;4863595.16;0.052
4393070078420;140320182200;407131.97;4865024;0.052
4393330080007;140320182200;419874.09;4865146.37;0.081
4393960076081;140320182200;388373.75;4866302.42;0.205
4396140076850;140320182200;394584.09;4868622.53;0.145
4397240101848;140320182200;595118.02;4869686.08;0.002
4397710079532;140320182200;416123.2;4870058.41;0.027
4397920081036;140320182200;428188.73;4870149.6;0.062
4398130078667;140320182200;409191.77;4870616.57;0.232
4398150076998;140320182200;395806.64;4870836.21;0.23
4399180102519;140320182200;600467.59;4871920.31;0.058
4399290102094;140320182200;597057.87;4871991.63;0.026
4399450077624;140320182200;400848.85;4872202.89;0.09
4400620081693;140320182200;433488.28;4873093.31;0.042
4400650080352;140320182200;422738.3;4873243.67;0.034
4402370102285;140320182200;598538.43;4875435.22;0.257
4403010101718;140320182200;593984.19;4876079.91;0.027
4403910102463;140320182200;599939.12;4877167.12;0.572
4404200077934;140320182200;403411.74;4877441.88;0.347
4404420077211;140320182200;397622.93;4877773.6;0.244
4404520100601;140320182200;585011.56;4877635.88;0.286
4404630101118;140320182200;589151.82;4877812.64;0.288
4404780101100;140320182200;589005.38;4877977.3;0.049
4404880082108;140320182200;436860.49;4877792.21;0.251
4404950079147;140320182200;413141.12;4878139.76;0.09
4405020100141;140320182200;581319.46;4878144.85;0.111
4405200098359;140320182200;567042.27;4878184.52;0.309
4405690101742;140320182200;594134.1;4879059.33;0.007
4405720080413;140320182200;423292.81;4878869.21;0.118
4405760102075;140320182200;596800.24;4879175.64;0.318
4405830101682;140320182200;593651.3;4879208;0.32
4406390078664;140320182200;409293.88;4879791.28;0.06
4406390099723;140320182200;577953.01;4879626.15;0.014
4406390100817;140320182200;586714.76;4879735.39;0.06
4406510100767;140320182200;586312.57;4879863.43;0.063
4406540080043;140320182200;420340.19;4879815.14;0.225
4406880081796;140320182200;434383.2;4880038.02;0.068
4406940077306;140320182200;398427.16;4880560.81;0.222
4407130099384;140320182200;575228.62;4880416.59;0.285
4407490100090;140320182200;580877.31;4880883.28;0.152
4407680081342;140320182200;430756.8;4880963.8;0.107
4408050081582;140320182200;432682.72;4881354.84;0.062
4408320078733;140320182200;409875.82;4881927.37;0.06
4408380101288;140320182200;590456.67;4881996.31;0.023
4408940101794;140320182200;594498.92;4882675.09;0.008
4409110101034;140320182200;588412.22;4882779.57;0.008
4409400101707;140320182200;593795.17;4883176.08;0.633
4409450098097;140320182200;564897.11;4882884.06;0.322
4409470098094;140320182200;564872.88;4882906.04;0.008
4410330099305;140320182200;574555.83;4883963.68;0.013
4410380100070;140320182200;580677.9;4884091.27;0.128
4410630097348;140320182200;558889.84;4884138.46;0.086
4410700098282;140320182200;566364.03;4884287.18;0.372
4411230099655;140320182200;577345.37;4884995.58;0.196
4411600101040;140320182200;588423.16;4885545.89;0.132
4411780078675;140320182200;409464.32;4885776.81;0.061
4412280079965;140320182200;419793.22;4886198.21;0.233
4412750077292;140320182200;398414.67;4887015.8;0.023
4412780100003;140320182200;580109.27;4886750.45;0.075
4412950098689;140320182200;569594.9;4886819.87;0.03
4413200081189;140320182200;429597.33;4887107.93;0.163
4413250097903;140320182200;563303.66;4887089.68;0.313
4413490101972;140320182200;595850.38;4887749.42;0.285
4413800099062;140320182200;572568.52;4887796.17;0.422
4414440081634;140320182200;433171.21;4888448.06;0.05
4414660082624;140320182200;441091.46;4888616.65;0.11
4414820081645;140320182200;433263.48;4888869.24;0.086
4414830096402;140320182200;551282.55;4888740.23;0.305
4415320097637;140320182200;561154.41;4889368.77;0.4
4415590100333;140320182200;582710.16;4889904.2;0.257
4416170075908;140320182200;387407.26;4890994.82;0.001
4416400082200;140320182200;437718.75;4890580.59;0.086
4416910101500;140320182200;592021.57;4891494.24;0.218
4417090102082;140320182200;596671.56;4891760.9;0.264
4417140096068;140320182200;548592.46;4891285.75;0.03
4417750080444;140320182200;423696.27;4892228.24;0.04
4417890096187;140320182200;549537.52;4892125.88;0.116
4418990097150;140320182200;557224.5;4893410.12;0.366
4419310077331;140320182200;398838.95;4894297.36;0.009
4419320083788;140320182200;450439.92;4893715.73;0.185
4419420074894;140320182200;379365.9;4894748.67;0.215
4419510097710;140320182200;561694.54;4894028.16;0.367
4419570083020;140320182200;444304.86;4894042.67;0.058
4419800098490;140320182200;567924.33;4894411.7;0.287
4420310082933;140320182200;443616.7;4894870.55;0.103
4421090101163;140320182200;589264.29;4896099.96;0.267
4421110079444;140320182200;415750.63;4896058.07;0.184
4421360095403;140320182200;543245.38;4895935.93;0.125
4422000078328;140320182200;406848.9;4897167.24;0.009
4422200099000;140320182200;571970.44;4897120.83;0.257
4422670099667;140320182200;577291.99;4897703.41;0.08
4422890100683;140320182200;585403.53;4898048.3;0.038
4423130097155;140320182200;557224.42;4898008.9;0.236
4423230082024;140320182200;436385.19;4898180.37;0.094
