id;date;east_UTM;north_UTM;forecast
;;m;m; 
V;V;R;R;R+
;;;; 
id_pluv;date;x_coord_UTM;y_coord_UTM;cumulative
;;;; 
4378780076121;080320181100;388411.71;4849436.97;0.058
4379330076189;080320181100;388969.04;4850038.69;0.073
4382270077862;080320181100;402476.81;4853093.05;0.082
4382760076985;080320181100;395433.07;4853744.48;0.195
4383100075432;080320181100;382952.42;4854330.3;0.144
4384600076210;080320181100;389235.56;4855889.08;0.108
4385260079286;080320181100;413970.76;4856255.79;0.108
4387180102403;080320181100;599737.63;4858578.04;0.128
4387320075448;080320181100;383163.55;4859015.08;0.11
4387960080165;080320181100;421071.27;4859166.82;0.263
4387970077739;080320181100;401581.59;4859438.45;0.045
4388860076018;080320181100;387772.24;4860646.47;0.119
4389590102419;080320181100;599825.96;4861256.7;0.184
4390460077333;080320181100;398362.29;4862253.23;0.06
4390590079515;080320181100;415886.42;4862152.08;0.305
4391860076945;080320181100;395271.07;4863856.69;0.165
4391990080677;080320181100;425235.05;4863595.16;0.193
4393070078420;080320181100;407131.97;4865024;0.086
4393330080007;080320181100;419874.09;4865146.37;0.07
4393960076081;080320181100;388373.75;4866302.42;0.05
4396140076850;080320181100;394584.09;4868622.53;0.145
4397240101848;080320181100;595118.02;4869686.08;0.268
4397710079532;080320181100;416123.2;4870058.41;0.276
4397920081036;080320181100;428188.73;4870149.6;0.054
4398130078667;080320181100;409191.77;4870616.57;0.121
4398150076998;080320181100;395806.64;4870836.21;0.261
4399180102519;080320181100;600467.59;4871920.31;0.217
4399290102094;080320181100;597057.87;4871991.63;0.17
4399450077624;080320181100;400848.85;4872202.89;0.028
4400620081693;080320181100;433488.28;4873093.31;0.047
4400650080352;080320181100;422738.3;4873243.67;0.144
4402370102285;080320181100;598538.43;4875435.22;0.222
4403010101718;080320181100;593984.19;4876079.91;0.217
4403910102463;080320181100;599939.12;4877167.12;0.303
4404200077934;080320181100;403411.74;4877441.88;0.308
4404420077211;080320181100;397622.93;4877773.6;0.042
4404520100601;080320181100;585011.56;4877635.88;0.574
4404630101118;080320181100;589151.82;4877812.64;0.468
4404780101100;080320181100;589005.38;4877977.3;0.049
4404880082108;080320181100;436860.49;4877792.21;0.131
4404950079147;080320181100;413141.12;4878139.76;0.497
4405020100141;080320181100;581319.46;4878144.85;0.331
4405200098359;080320181100;567042.27;4878184.52;0.279
4405690101742;080320181100;594134.1;4879059.33;0.007
4405720080413;080320181100;423292.81;4878869.21;0.266
4405760102075;080320181100;596800.24;4879175.64;0.253
4405830101682;080320181100;593651.3;4879208;0.363
4406390078664;080320181100;409293.88;4879791.28;0.42
4406390099723;080320181100;577953.01;4879626.15;0.014
4406390100817;080320181100;586714.76;4879735.39;0.06
4406510100767;080320181100;586312.57;4879863.43;0.063
4406540080043;080320181100;420340.19;4879815.14;0.268
4406880081796;080320181100;434383.2;4880038.02;0.049
4406940077306;080320181100;398427.16;4880560.81;0.172
4407130099384;080320181100;575228.62;4880416.59;0.258
4407490100090;080320181100;580877.31;4880883.28;0.305
4407680081342;080320181100;430756.8;4880963.8;0.119
4408050081582;080320181100;432682.72;4881354.84;0.088
4408320078733;080320181100;409875.82;4881927.37;0.306
4408380101288;080320181100;590456.67;4881996.31;0.027
4408940101794;080320181100;594498.92;4882675.09;0.008
4409110101034;080320181100;588412.22;4882779.57;0.203
4409400101707;080320181100;593795.17;4883176.08;0.413
4409450098097;080320181100;564897.11;4882884.06;0.27
4409470098094;080320181100;564872.88;4882906.04;0.008
4410330099305;080320181100;574555.83;4883963.68;0.013
4410380100070;080320181100;580677.9;4884091.27;0.366
4410630097348;080320181100;558889.84;4884138.46;0.242
4410700098282;080320181100;566364.03;4884287.18;0.243
4411230099655;080320181100;577345.37;4884995.58;0.352
4411600101040;080320181100;588423.16;4885545.89;0.223
4411780078675;080320181100;409464.32;4885776.81;0.01
4412280079965;080320181100;419793.22;4886198.21;0.305
4412750077292;080320181100;398414.67;4887015.8;0.007
4412780100003;080320181100;580109.27;4886750.45;0.075
4412950098689;080320181100;569594.9;4886819.87;0.03
4413200081189;080320181100;429597.33;4887107.93;0.027
4413250097903;080320181100;563303.66;4887089.68;0.27
4413490101972;080320181100;595850.38;4887749.42;0.294
4413800099062;080320181100;572568.52;4887796.17;0.309
4414440081634;080320181100;433171.21;4888448.06;0.05
4414660082624;080320181100;441091.46;4888616.65;0.108
4414820081645;080320181100;433263.48;4888869.24;0.086
4414830096402;080320181100;551282.55;4888740.23;0.248
4415320097637;080320181100;561154.41;4889368.77;0.267
4415590100333;080320181100;582710.16;4889904.2;0.379
4416170075908;080320181100;387407.26;4890994.82;0.001
4416400082200;080320181100;437718.75;4890580.59;0.06
4416910101500;080320181100;592021.57;4891494.24;0.502
4417090102082;080320181100;596671.56;4891760.9;0.483
4417140096068;080320181100;548592.46;4891285.75;0.24
4417750080444;080320181100;423696.27;4892228.24;0.011
4417890096187;080320181100;549537.52;4892125.88;0.181
4418990097150;080320181100;557224.5;4893410.12;0.261
4419310077331;080320181100;398838.95;4894297.36;0.073
4419320083788;080320181100;450439.92;4893715.73;0.079
4419420074894;080320181100;379365.9;4894748.67;0.123
4419510097710;080320181100;561694.54;4894028.16;0.269
4419570083020;080320181100;444304.86;4894042.67;0.044
4419800098490;080320181100;567924.33;4894411.7;0.277
4420310082933;080320181100;443616.7;4894870.55;0.103
4421090101163;080320181100;589264.29;4896099.96;0.378
4421110079444;080320181100;415750.63;4896058.07;0.034
4421360095403;080320181100;543245.38;4895935.93;0.274
4422000078328;080320181100;406848.9;4897167.24;0.008
4422200099000;080320181100;571970.44;4897120.83;0.351
4422670099667;080320181100;577291.99;4897703.41;0.08
4422890100683;080320181100;585403.53;4898048.3;0.038
4423130097155;080320181100;557224.42;4898008.9;0.248
4423230082024;080320181100;436385.19;4898180.37;0.05
