Timestamp;T (°C);CT (°C);H (%)
2023/07/11 00:09:01;16.97;16.5;98.1
2023/07/11 00:29:01;16.97;16.43;98.3
2023/07/11 00:49:00;16.97;16.43;98.2
2023/07/11 01:09:00;16.95;16.43;98.3
2023/07/11 01:29:00;16.91;16.37;98.8
2023/07/11 01:49:00;16.89;16.37;98.7
2023/07/11 02:08:59;16.87;16.37;98.8
2023/07/11 02:28:59;16.86;16.37;
2023/07/11 02:48:59;16.87;16.37;99.1
2023/07/11 03:08:59;16.85;16.37;99.2
2023/07/11 03:28:59;16.83;16.31;99.2
2023/07/11 03:48:58;16.84;16.31;99.2
2023/07/11 04:08:58;16.81;16.31;99.2
2023/07/11 04:28:58;16.78;16.31;99.2
2023/07/11 04:48:58;16.76;16.31;99.2
2023/07/11 05:08:57;16.78;16.31;99.3
2023/07/11 05:28:57;16.77;16.31;99.4
2023/07/11 05:48:57;16.75;16.31;99.4
2023/07/11 06:08:57;16.78;16.31;99.2
2023/07/11 06:28:56;16.81;16.25;99.2
2023/07/11 06:48:56;16.81;16.31;
2023/07/11 07:08:56;16.89;16.31;
2023/07/11 07:28:56;16.94;16.31;99.1
2023/07/11 07:48:55;16.95;16.31;99.3
2023/07/11 08:08:55;17.1;16.37;99.7
2023/07/11 08:28:55;17.17;16.43;99.9
2023/07/11 08:48:55;17.25;16.5;99.9
2023/07/11 09:08:55;17.36;16.5;99.9
2023/07/11 09:28:54;17.52;16.68;99.9
2023/07/11 09:48:54;17.86;16.81;99.9
2023/07/11 10:08:54;18.14;16.93;99.4
2023/07/11 10:28:54;18.29;17.06;98.7
2023/07/11 11:08:53;18.27;17.06;97.6
2023/07/11 11:28:53;18.11;;97.5
2023/07/11 11:48:53;18.03;16.93;97.6
2023/07/11 12:08:52;18.03;;97.6
2023/07/11 12:28:52;18.05;;97.4
2023/07/11 12:48:52;18.05;;97.1
2023/07/11 13:08:52;18.1;17.06;96.3
2023/07/11 13:28:52;18.1;;95.2
2023/07/11 13:48:51;18.16;;94.8
2023/07/11 14:08:51;18.14;;93.9
2023/07/11 14:28:51;18.15;;93.6
2023/07/11 14:48:51;18.18;;93.3
2023/07/11 15:08:51;18.17;;92.7
2023/07/11 15:28:50;18.2;17.06;92.6
2023/07/11 15:48:50;18.25;17.06;92.4
2023/07/11 16:08:51;18.26;17.06;92.4
2023/07/11 16:28:49;18.27;17.12;92.7
2023/07/11 16:48:49;18.3;17.12;92.1
2023/07/11 17:08:49;18.69;17.43;90.7
2023/07/11 17:28:49;19.1;17.5;90.1
2023/07/11 17:48:48;19.1;17.43;
2023/07/11 18:08:48;18.65;17.31;91.8
2023/07/11 18:28:48;18.44;17.25;92.8
2023/07/11 18:48:48;18.37;17.25;93.4
2023/07/11 19:08:48;18.21;17.18;94.4
2023/07/11 19:28:47;18.15;17.18;96.6
2023/07/11 19:48:47;18.08;17.18;97.8
2023/07/11 20:08:47;;17.18;98.4
2023/07/11 20:28:47;17.95;17.12;98.9
2023/07/11 20:48:46;17.92;17.12;99.1
2023/07/11 21:08:46;17.9;17.12;99.2
2023/07/11 21:28:46;17.84;17.12;99.5
2023/07/11 21:48:46;17.82;17.06;99.7
2023/07/11 22:08:45;17.76;17.06;99.8
2023/07/11 22:28:45;17.72;17.06;99.8
2023/07/11 22:48:45;17.68;17.06;99.8
2023/07/11 23:08:45;17.68;;99.9
2023/07/11 23:28:44;17.73;;99.9
2023/07/11 23:48:44;17.71;;99.9
